Time(microseconds),DLS Value,Temperature(C)
0,880
15,882
30,878
45,883
60,883
75,882
90,877
105,874
120,872
135,870
150,873
165,879
180,879
195,878
211,871
226,877
241,871
256,870
271,870
286,871
301,867
316,862
331,857
346,860
361,854
376,853
391,856
407,856
422,848
437,841
452,847
467,841
482,846
497,841
512,839
527,839
542,843
557,840
572,834
587,835
603,831
618,824
633,829
648,827
663,817
678,824
693,824
708,815
723,816
738,816
753,807
768,811
783,806
798,799
814,807
829,803
844,803
859,798
874,799
889,798
904,796
919,792
934,792
949,792
964,785
979,783
994,782
1010,780
1025,774
1040,771
1055,775
1070,782
1085,784
1100,780
1115,783
1130,775
1145,769
1160,771
1175,771
1190,768
1206,760
1221,763
1236,760
1251,750
1266,753
1281,751
1296,746
1311,748
1326,742
1341,743
1356,745
1371,736
1386,737
1401,735
1417,734
1432,734
1447,728
1462,724
1477,728
1492,721
1507,715
1522,719
1537,711
1552,710
1567,705
1582,710
1597,706
1613,705
1628,704
1643,704
1658,692
1673,696
1688,691
1703,691
1718,690
1733,682
1748,679
1763,681
1778,675
1793,676
1809,668
1824,662
1839,657
1854,655
1869,656
1884,653
1899,654
1914,639
1929,639
1944,636
1959,633
1974,628
1989,631
2004,627
2020,627
2035,615
2050,619
2065,612
2080,611
2095,600
2110,600
2125,591
2140,585
2155,580
2170,581
2185,572
2200,568
2216,561
2231,566
2246,559
2261,556
2276,556
2291,551
2306,542
2321,543
2336,536
2351,533
2366,534
2381,521
2396,515
2412,517
2427,508
2442,507
2457,508
2472,504
2487,505
2502,496
2517,492
2532,494
2547,490
2562,483
2577,483
2592,479
2607,470
2623,476
2638,471
2653,459
2668,460
2683,455
2698,455
2713,451
2728,450
2743,444
2758,443
2773,440
2788,434
2803,439
2819,434
2834,428
2849,427
2864,428
2879,427
2894,422
2909,428
2924,428
2939,420
2954,423
2969,419
2984,412
2999,410
3015,408
3030,409
3045,408
3060,401
3075,399
3090,394
3105,393
3120,388
3135,385
3150,384
3165,384
3180,385
3195,380
3210,384
3226,372
3241,371
3256,371
3271,368
3286,366
3301,363
3316,363
3331,355
3346,350
3361,353
3376,352
3391,340
