Time(microseconds),DLS Value,Temperature(C)
3406,344
3422,342
3437,334
3452,337
3467,334
3482,329
3497,329
3512,327
3527,323
3542,321
3557,321
3572,319
3587,313
3602,311
3618,308
3633,297
3648,304
3663,304
3678,294
3693,298
3708,294
3723,290
3738,285
3753,281
3768,280
3783,280
3798,284
3813,281
3829,282
3844,289
3859,279
3874,272
3889,266
3904,268
3919,262
3934,263
3949,255
3964,255
3979,249
3994,242
4009,243
4025,243
4040,231
4055,234
4070,227
4085,228
4100,230
4115,225
4130,224
4145,224
4160,216
4175,212
4190,204
4205,212
4221,207
4236,208
4251,207
4266,211
4281,206
4296,207
4311,204
4326,199
4341,199
4356,203
4371,196
4386,195
4401,188
4416,193
4432,189
4447,190
4462,193
4477,185
4492,184
4507,188
4522,182
4537,184
4552,182
4567,176
4582,177
4597,177
4612,167
4628,174
4643,173
4658,176
4673,171
4688,163
4703,164
4718,167
4733,164
4748,169
4763,169
4778,167
4793,159
4808,158
4824,156
4839,143
4854,145
4869,147
4884,144
4899,140
4914,135
4929,132
4944,131
4959,131
4974,128
4989,127
5004,120
5019,121
5035,115
5050,112
5065,105
5080,108
5095,102
5110,99
5125,99
5140,95
5155,93
5170,95
5185,92
5200,92
5215,86
5231,91
5246,81
5261,79
5276,78
5291,81
5306,73
5321,70
5336,75
5351,73
5366,71
5381,71
5396,73
5411,66
5427,61
5442,52
5457,48
5472,36
5487,39
5502,26
5517,27
5532,25
5547,21
5562,14
5577,7
5592,12
5607,3
5622,0
5638,0
5653,0
5668,2
5683,0
5698,0
5713,0
5728,0
5743,0
5758,0
5773,0
5788,0
5803,0
5818,0
5834,0
5849,0
5864,0
5879,0
5894,0
5909,0
5924,0
5939,0
5954,0
5969,0
5984,0
5999,0
6014,0
6030,0
6045,0
6060,0
6075,0
6090,0
6105,0
6120,0
6135,0
6150,0
6165,0
6180,0
6195,0
6210,0
6225,0
6241,0
6256,0
6271,0
6286,0
6301,0
6316,0
6331,0
6346,0
6361,0
6376,0
6391,0
6406,0
6421,0
6437,0
6452,0
6467,0
6482,0
6497,0
6512,0
6527,0
6542,0
6557,0
6572,0
6587,0
6602,0
6617,0
6633,0
6648,0
6663,0
6678,0
6693,0
6708,0
6723,0
6738,0
6753,0
6768,0
6783,0
6798,0
6813,0
6828,0
6844,0
6859,0
6874,0
6889,0
6904,0
6919,0
6934,0
6949,0
6964,0
6979,0
6994,0
7009,0
7024,0
7040,0
7055,0
7070,0
7085,0
7100,0
7115,0
7130,0
7145,0
7160,0
7175,0
7190,0
7205,0
7220,0
7236,0
7251,0
7266,0
7281,0
7296,0
7311,0
7326,0
7341,0
7356,0
7371,0
7386,0
7401,0
7416,0
7431,0
7447,0
7462,0
7477,4
7492,17
7507,14
7522,24
7537,26
7552,23
7567,28
7582,25
7597,25
7612,31
7627,28
7643,24
7658,32
7673,31
7688,35
7703,39
7718,38
7733,41
7748,39
7763,44
7778,48
7793,49
7808,49
7823,47
7839,55
7854,56
7869,60
7884,58
7899,57
7914,67
7929,65
7944,66
7959,68
7974,73
7989,72
8004,78
8019,73
8034,83
8050,76
8065,83
8080,83
8095,84
8110,89
8125,87
8140,95
8155,94
8170,88
8185,99
8200,103
8215,100
8230,99
8246,97
8261,103
8276,110
8291,110
8306,112
8321,110
8336,110
8351,110
8366,115
8381,122
8396,124
8411,125
8426,131
8442,133
8457,137
8472,137
8487,139
8502,140
8517,141
8532,140
8547,140
8562,135
8577,144
8592,141
8607,145
8622,151
8637,145
8653,150
8668,151
8683,156
8698,158
8713,154
8728,156
8743,159
8758,162
8773,156
8788,163
8803,163
8818,162
8833,166
8849,169
8864,167
8879,171
8894,175
8909,167
8924,176
8939,176
8954,176
8969,177
8984,181
8999,182
9014,177
9029,187
9045,189
9060,184
9075,189
9090,191
9105,188
9120,198
9135,195
9150,195
9165,201
9180,204
9195,201
9210,206
9225,210
9240,206
9256,211
9271,216
9286,212
9301,219
9316,225
9331,231
9346,237
9361,241
9376,243
9391,247
9406,241
9421,248
9436,247
9452,249
9467,251
9482,255
9497,253
9512,251
9527,253
9542,254
9557,252
9572,254
9587,255
9602,253
9617,263
9632,263
9648,266
9663,271
9678,265
9693,273
9708,270
9723,271
9738,275
9753,280
9768,279
9783,278
9798,279
9813,280
9828,276
9843,286
9859,287
9874,288
9889,287
9904,294
9919,300
9934,297
9949,295
9964,304
9979,304
9994,306
10009,313
10024,312
10039,314
10055,319
10070,325
10085,324
10100,318
10115,327
10130,324
10145,332
10160,337
10175,336
10190,337
10205,344
10220,348
10235,359
10251,361
10266,369
10281,376
10296,384
10311,384
10326,377
10341,391
10356,393
10371,393
10386,398
10401,403
10416,403
10431,415
10446,415
10462,422
10477,425
10492,427
10507,428
10522,432
10537,436
10552,440
10567,452
10582,452
10597,451
10612,457
10627,463
10642,465
10658,468
10673,473
10688,468
10703,480
10718,486
10733,486
10748,492
10763,494
10778,499
10793,503
10808,499
10823,510
10838,510
10854,515
10869,515
10884,523
10899,519
10914,527
10929,528
10944,529
10959,534
10974,542
10989,543
11004,539
11019,547
11034,551
11049,550
11065,558
11080,562
11095,563
11110,563
11125,568
11140,573
11155,583
11170,579
11185,579
11200,593
11215,593
11230,588
11245,593
11261,590
11276,598
11291,604
11306,603
11321,606
11336,608
11351,604
11366,608
11381,611
11396,618
11411,618
11426,620
11441,620
11457,629
11472,624
11487,624
11502,629
11517,633
11532,631
11547,633
11562,636
11577,633
11592,646
11607,644
11622,643
11637,647
11652,650
11668,651
11683,659
11698,655
11713,662
11728,667
11743,659
11758,671
11773,668
11788,670
11803,674
11818,679
11833,680
11848,674
11864,679
11879,686
11894,681
11909,691
11924,694
11939,691
11954,696
11969,696
11984,700
11999,705
12014,704
12029,708
