Time (seconds),DLS Value,Temperature
0.0007801055908203125,614.0,25.0
0.0009450912475585938,615.0,25.0
0.0010840892791748047,615.0,25.0
0.0011920928955078125,615.0,25.0
0.001299142837524414,615.0,25.0
0.0014030933380126953,615.0,25.0
0.0015091896057128906,615.0,25.0
0.0016140937805175781,615.0,25.0
0.0017211437225341797,615.0,25.0
0.0018260478973388672,616.0,25.0
0.0019381046295166016,615.0,25.0
0.0020599365234375,616.0,25.0
0.0021779537200927734,617.0,25.0
0.0022840499877929688,617.0,25.0
0.0024220943450927734,617.0,25.0
0.0025641918182373047,617.0,25.0
0.0027031898498535156,617.0,25.0
0.0028390884399414062,617.0,25.0
0.0029752254486083984,617.0,25.0
0.003158092498779297,617.0,25.0
0.0032660961151123047,620.0,25.0
0.0033593177795410156,617.0,25.0
0.003448963165283203,617.0,25.0
0.003609180450439453,617.0,25.0
0.0037240982055664062,617.0,25.0
0.0038182735443115234,617.0,25.0
0.003906965255737305,617.0,25.0
0.003996133804321289,617.0,25.0
0.004084110260009766,617.0,25.0
0.004187107086181641,617.0,25.0
0.004276275634765625,617.0,25.0
0.004369258880615234,617.0,25.0
0.004464149475097656,617.0,25.0
0.0045642852783203125,617.0,25.0
0.004652976989746094,617.0,25.0
0.004741191864013672,617.0,25.0
0.0048291683197021484,617.0,25.0
0.004916191101074219,617.0,25.0
0.005003929138183594,617.0,25.0
0.005092144012451172,617.0,25.0
0.005197048187255859,617.0,25.0
0.005285024642944336,617.0,25.0
0.00537419319152832,617.0,25.0
0.005461931228637695,617.0,25.0
0.00555109977722168,617.0,25.0
0.005639076232910156,617.0,25.0
0.005727291107177734,617.0,25.0
0.005815982818603516,617.0,25.0
0.005904197692871094,617.0,25.0
0.005998134613037109,617.0,25.0
0.006086111068725586,617.0,25.0
0.00617527961730957,617.0,25.0
0.006263017654418945,617.0,25.0
0.006350994110107422,617.0,25.0
0.006439208984375,616.0,25.0
0.0065271854400634766,617.0,25.0
0.006616115570068359,617.0,25.0
0.006704092025756836,617.0,25.0
0.0067920684814453125,617.0,25.0
0.006880044937133789,617.0,25.0
0.006968975067138672,617.0,25.0
0.007055997848510742,617.0,25.0
0.007151126861572266,617.0,25.0
0.007328033447265625,617.0,25.0
0.007520914077758789,617.0,25.0
0.007708072662353516,617.0,25.0
0.007988214492797852,617.0,25.0
0.008095264434814453,617.0,25.0
0.008186101913452148,617.0,25.0
0.008276224136352539,617.0,25.0
0.00837397575378418,617.0,25.0
0.008685111999511719,617.0,25.0
0.008831977844238281,617.0,25.0
0.00894618034362793,617.0,25.0
0.009051084518432617,617.0,25.0
0.009144067764282227,617.0,25.0
0.009237289428710938,617.0,25.0
0.009383201599121094,617.0,25.0
0.009466171264648438,617.0,25.0
0.009537935256958008,617.0,25.0
0.009610891342163086,617.0,25.0
0.009681224822998047,617.0,25.0
0.009757280349731445,617.0,25.0
0.009844303131103516,617.0,25.0
0.009940147399902344,617.0,25.0
0.01001119613647461,617.0,25.0
0.010081052780151367,617.0,25.0
0.010152101516723633,617.0,25.0
0.010223150253295898,617.0,25.0
0.010309219360351562,617.0,25.0
0.010384082794189453,616.0,25.0
0.010457038879394531,617.0,25.0
0.010567188262939453,617.0,25.0
0.010643243789672852,617.0,25.0
0.010717153549194336,617.0,25.0
0.010789155960083008,617.0,25.0
0.01086115837097168,617.0,25.0
0.011096000671386719,617.0,25.0
0.011239051818847656,617.0,25.0
0.011346101760864258,617.0,25.0
0.011481046676635742,617.0,25.0
0.011595010757446289,617.0,25.0
0.011674165725708008,617.0,25.0
0.011771202087402344,617.0,25.0
0.011844158172607422,617.0,25.0
0.011913299560546875,617.0,25.0
0.011981964111328125,617.0,25.0
0.012052297592163086,617.0,25.0
0.012124061584472656,617.0,25.0
0.012192964553833008,617.0,25.0
0.012262105941772461,617.0,25.0
0.012333154678344727,617.0,25.0
0.012403249740600586,617.0,25.0
0.012472152709960938,617.0,25.0
0.012556076049804688,617.0,25.0
0.012634038925170898,617.0,25.0
0.012705087661743164,617.0,25.0
0.012774229049682617,617.0,25.0
0.012852907180786133,617.0,25.0
0.012925148010253906,617.0,25.0
0.012996196746826172,617.0,25.0
0.013077974319458008,617.0,25.0
0.013151884078979492,617.0,25.0
0.013226985931396484,617.0,25.0
0.013303995132446289,617.0,25.0
0.013376951217651367,617.0,25.0
0.013456106185913086,617.0,25.0
0.013532161712646484,617.0,25.0
0.013606071472167969,617.0,25.0
0.013675928115844727,617.0,25.0
0.013748884201049805,617.0,25.0
0.013823270797729492,617.0,25.0
0.013897180557250977,617.0,25.0
0.013979196548461914,617.0,25.0
0.014050006866455078,617.0,25.0
0.014119148254394531,617.0,25.0
0.014189004898071289,617.0,25.0
0.014266014099121094,617.0,25.0
0.014338970184326172,617.0,25.0
0.014410972595214844,617.0,25.0
0.014481067657470703,617.0,25.0
0.014552116394042969,617.0,25.0
0.014623880386352539,617.0,25.0
0.014695167541503906,617.0,25.0
0.01476597785949707,617.0,25.0
0.014836311340332031,617.0,25.0
0.014908075332641602,617.0,25.0
0.014983177185058594,617.0,25.0
0.015108108520507812,617.0,25.0
0.015178918838500977,617.0,25.0
0.015327930450439453,617.0,25.0
0.015412330627441406,617.0,25.0
0.015581130981445312,617.0,25.0
0.015691041946411133,617.0,25.0
0.015769004821777344,617.0,25.0
0.015839338302612305,617.0,25.0
0.015908002853393555,617.0,25.0
0.0159761905670166,617.0,25.0
0.016052961349487305,617.0,25.0
0.016122102737426758,617.0,25.0
0.01619410514831543,617.0,25.0
0.016263246536254883,617.0,25.0
0.016330957412719727,617.0,25.0
0.016399145126342773,617.0,25.0
0.016471147537231445,617.0,25.0
0.016540050506591797,617.0,25.0
0.016607999801635742,617.0,25.0
0.016679048538208008,617.0,25.0
0.016773223876953125,617.0,25.0
0.01684117317199707,617.0,25.0
0.016923189163208008,617.0,25.0
0.01699209213256836,617.0,25.0
0.01706409454345703,617.0,25.0
0.017132997512817383,617.0,25.0
0.017202138900756836,617.0,25.0
0.017271041870117188,617.0,25.0
0.01734018325805664,617.0,25.0
0.017409086227416992,617.0,25.0
0.017477035522460938,617.0,25.0
0.01754617691040039,617.0,25.0
0.017614126205444336,617.0,25.0
0.017685890197753906,617.0,25.0
0.017756223678588867,617.0,25.0
0.01782512664794922,617.0,25.0
0.01789402961730957,617.0,25.0
0.017965078353881836,617.0,25.0
0.01803421974182129,617.0,25.0
0.018101930618286133,617.0,25.0
0.018172264099121094,617.0,25.0
0.018239974975585938,617.0,25.0
0.018308162689208984,617.0,25.0
0.018377304077148438,617.0,25.0
0.018445968627929688,617.0,25.0
0.018514156341552734,617.0,25.0
0.01858210563659668,617.0,25.0
0.01865220069885254,617.0,25.0
0.018719911575317383,617.0,25.0
0.01878809928894043,617.0,25.0
