Time (seconds),DLS Value,Temperature
0.00035381317138671875,612.0,34.85
0.0005948543548583984,613.0,34.74
0.0008111000061035156,612.0,34.63
0.0010230541229248047,619.0,34.85
0.0012309551239013672,612.0,34.63
0.0014410018920898438,614.0,34.63
0.0016520023345947266,614.0,34.63
0.0018608570098876953,616.0,34.96
0.0020728111267089844,613.0,34.85
0.0022840499877929688,618.0,34.96
0.0024929046630859375,613.0,34.85
0.002707958221435547,617.0,34.96
0.0029168128967285156,612.0,34.74
0.0031218528747558594,614.0,34.74
0.003262042999267578,612.0,34.63
0.003401041030883789,613.0,34.63
0.0035409927368164062,612.0,34.63
0.003679990768432617,615.0,34.74
0.0038199424743652344,614.0,34.74
0.003958702087402344,615.0,34.74
0.004097700119018555,613.0,34.63
0.004236698150634766,614.0,34.74
0.0043756961822509766,612.0,34.63
0.004514932632446289,613.0,34.74
0.0046539306640625,612.0,34.63
0.004792928695678711,612.0,34.63
0.004933834075927734,613.0,34.63
0.005072832107543945,612.0,34.63
0.00521087646484375,614.0,34.74
0.005349874496459961,612.0,34.63
0.005487918853759766,612.0,34.85
0.015831708908081055,612.0,34.74
0.016025781631469727,616.0,34.96
0.03602480888366699,612.0,34.74
0.03614187240600586,616.0,34.85
0.052545785903930664,612.0,34.74
0.06963491439819336,613.0,34.63
0.09001302719116211,614.0,34.63
0.10647988319396973,616.0,34.85
0.12242984771728516,612.0,34.63
0.14257097244262695,612.0,34.63
0.15920591354370117,613.0,34.63
0.17619681358337402,614.0,34.63
0.17644906044006348,613.0,34.63
0.19648385047912598,614.0,34.63
0.1967449188232422,613.0,34.63
0.21294593811035156,614.0,34.63
0.22930693626403809,612.0,34.63
0.24974989891052246,612.0,34.63
0.26618194580078125,613.0,34.63
0.28263187408447266,614.0,34.74
0.2858459949493408,613.0,34.74
0.3025329113006592,613.0,34.74
0.3194277286529541,615.0,34.85
0.3357987403869629,612.0,34.74
0.3562147617340088,613.0,34.63
0.3564779758453369,615.0,34.85
0.3726358413696289,612.0,34.63
0.38846492767333984,613.0,34.63
0.3923001289367676,612.0,34.63
0.40883302688598633,612.0,34.63
0.4251878261566162,613.0,34.52
0.4454479217529297,613.0,34.63
0.46204590797424316,615.0,34.74
0.4621410369873047,613.0,34.74
0.4783360958099365,613.0,34.63
0.49886274337768555,615.0,34.74
0.4989628791809082,613.0,34.74
0.5152368545532227,613.0,34.74
0.5316448211669922,614.0,34.85
0.5520668029785156,616.0,34.96
0.5684778690338135,613.0,34.74
0.5849721431732178,613.0,34.74
0.58506178855896,615.0,34.85
0.6053130626678467,615.0,34.85
0.6216819286346436,617.0,34.96
0.6380259990692139,613.0,35.07
0.6585087776184082,613.0,34.85
0.6586019992828369,614.0,34.74
0.6749157905578613,614.0,34.74
0.6913590431213379,613.0,34.74
0.7117650508880615,613.0,34.74
0.7282009124755859,613.0,34.63
0.7446258068084717,613.0,34.63
0.7649040222167969,613.0,34.63
0.781458854675293,617.0,34.85
0.7979090213775635,614.0,34.85
0.814274787902832,614.0,34.74
0.8181278705596924,613.0,34.74
0.834752082824707,613.0,34.96
0.8348507881164551,614.0,34.85
0.8510217666625977,614.0,34.74
0.8714680671691895,613.0,34.74
0.8879749774932861,617.0,34.96
0.9043178558349609,614.0,34.85
0.9245998859405518,613.0,34.74
0.9411289691925049,612.0,34.63
0.9575438499450684,612.0,34.52
0.9739420413970947,614.0,34.63
0.9779458045959473,612.0,34.52
0.9945659637451172,612.0,34.52
0.9946548938751221,614.0,34.63
1.010814905166626,612.0,34.63
1.0312120914459229,612.0,34.63
1.047982931137085,612.0,34.52
1.0642077922821045,611.0,34.52
1.0680508613586426,614.0,34.63
1.0844988822937012,612.0,34.63
1.1009690761566162,612.0,34.63
1.1173279285430908,612.0,34.52
1.137619972229004,612.0,34.52
1.1541688442230225,611.0,34.52
1.1542599201202393,612.0,34.52
1.1705119609832764,612.0,34.52
1.191739797592163,612.0,34.52
1.2081279754638672,612.0,34.52
1.2246737480163574,612.0,34.52
1.2284328937530518,614.0,34.52
1.2450718879699707,614.0,34.63
1.2453258037567139,612.0,34.63
1.2614428997039795,612.0,34.52
1.2817699909210205,612.0,34.52
1.2981019020080566,612.0,34.52
1.2983770370483398,612.0,34.74
1.314742088317871,612.0,34.63
1.318708896636963,613.0,34.63
