Time(microseconds),Data_set 0,Data_set 1,Data_set 2,Data_set 3,Data_set 4,Data_set 5,Data_set 6
6053.52125,591,593,593,593,593,593,593
6062.345625,591,593,591,593,593,593,593
6071.17,591,593,593,593,593,593,593
6079.994375,591,593,593,591,593,593,593
6088.818749999999,591,593,593,593,593,593,593
6097.643125,591,593,593,593,593,593,593
6106.4675,591,591,593,593,593,593,593
6115.291875,591,593,593,591,593,593,593
6124.11625,591,591,593,591,593,593,593
6132.940625,591,591,591,591,593,593,593
6141.765,591,591,593,591,593,593,593
6150.589375,591,591,593,591,593,593,593
6159.41375,591,591,593,593,593,593,593
6168.238125,591,591,593,591,593,593,593
6177.0625,591,591,593,591,591,593,593
6185.886875,591,591,593,591,593,593,593
6194.71125,591,591,593,593,593,593,593
6203.5356249999995,591,591,591,591,593,593,593
6212.36,591,591,593,591,593,593,593
6221.184375,591,591,591,591,593,593,593
6230.00875,591,591,593,591,593,593,593
6238.833125,591,591,593,591,591,593,593
6247.6575,591,591,593,593,593,593,593
6256.4818749999995,591,591,591,591,593,593,593
6265.30625,591,591,591,591,593,593,593
6274.130625,591,591,591,591,593,593,593
6282.955,591,591,591,591,593,593,593
6291.779375,591,591,591,591,591,593,593
6300.60375,591,591,591,591,593,593,593
6309.428124999999,591,591,591,591,593,593,593
6318.2525,591,591,591,591,591,593,593
6327.076875,591,591,591,591,593,593,593
6335.90125,591,591,591,591,593,593,593
6344.725625,591,591,591,591,591,593,593
6353.55,591,591,591,591,593,593,593
6362.374375,591,591,591,591,593,593,593
6371.19875,591,591,591,591,593,593,593
6380.023125,591,591,591,591,591,593,593
6388.8475,591,591,591,591,591,593,593
6397.671875,591,591,591,591,591,593,593
6406.49625,591,591,591,591,591,593,593
6415.320625,591,591,591,591,593,593,593
6424.1449999999995,591,591,591,591,591,593,593
6432.969375,591,591,591,591,593,593,593
6441.79375,591,591,591,591,591,593,593
6450.618125,591,591,591,591,591,593,593
6459.4425,591,591,591,591,591,593,593
6468.266875,591,591,591,591,591,593,593
6477.0912499999995,591,591,591,591,591,593,593
6485.915625,591,591,591,591,591,593,593
6494.74,591,591,591,591,591,593,593
6503.564375,591,591,591,591,591,593,593
6512.38875,591,591,591,591,591,593,593
6521.213125,591,591,591,591,591,593,591
6530.037499999999,591,591,591,591,591,593,593
6538.861875,591,591,591,591,591,593,591
6547.68625,591,591,591,591,591,591,593
6556.510625,591,591,591,591,591,593,593
6565.335,591,591,591,591,591,591,593
6574.159375,591,591,591,591,591,591,593
6582.98375,591,591,591,591,591,591,591
6591.808125,591,591,591,591,591,591,593
6600.6325,591,591,591,591,591,591,593
6609.456875,591,591,591,591,591,591,593
6618.28125,591,591,591,591,591,591,591
6627.105625,591,591,591,591,591,591,593
