Time (seconds),DLS Value,Temperature
0.00047707557678222656,614.0,25.0
0.0008449554443359375,615.0,25.0
0.0009860992431640625,615.0,25.0
0.0011370182037353516,615.0,25.0
0.0012309551239013672,617.0,25.0
0.0013210773468017578,615.0,25.0
0.0014119148254394531,617.0,25.0
0.00150299072265625,616.0,25.0
0.0015950202941894531,615.0,25.0
0.0016849040985107422,615.0,25.0
0.0017910003662109375,615.0,25.0
0.0018799304962158203,615.0,25.0
0.0020530223846435547,616.0,25.0
0.00215911865234375,619.0,25.0
0.0022499561309814453,618.0,25.0
0.0023441314697265625,617.0,25.0
0.002440929412841797,616.0,25.0
0.0025300979614257812,616.0,25.0
0.0026199817657470703,617.0,25.0
0.002708911895751953,616.0,25.0
0.002801179885864258,616.0,25.0
0.002889871597290039,619.0,25.0
0.002978086471557617,617.0,25.0
0.0030670166015625,617.0,25.0
0.003155946731567383,616.0,25.0
0.0032591819763183594,618.0,25.0
0.003348827362060547,617.0,25.0
0.0034379959106445312,616.0,25.0
0.0035271644592285156,619.0,25.0
0.003615856170654297,617.0,25.0
0.0037050247192382812,616.0,25.0
0.003795146942138672,616.0,25.0
0.0038869380950927734,618.0,25.0
0.00397801399230957,617.0,25.0
0.004065990447998047,617.0,25.0
0.004155158996582031,619.0,25.0
0.0042438507080078125,617.0,25.0
0.004333019256591797,617.0,25.0
0.004422187805175781,616.0,25.0
0.0045108795166015625,617.0,25.0
0.004615068435668945,617.0,25.0
0.004704952239990234,616.0,25.0
0.004795074462890625,615.0,25.0
0.004884004592895508,617.0,25.0
0.004981040954589844,617.0,25.0
0.0050699710845947266,616.0,25.0
0.005160093307495117,619.0,25.0
0.0052490234375,617.0,25.0
0.005337953567504883,616.0,25.0
0.005429983139038086,616.0,25.0
0.0055201053619384766,617.0,25.0
0.005609035491943359,617.0,25.0
0.0057070255279541016,616.0,25.0
0.006326913833618164,618.0,25.0
0.0064411163330078125,617.0,25.0
0.006534099578857422,617.0,25.0
0.006704092025756836,615.0,25.0
0.0069501399993896484,617.0,25.0
0.00705409049987793,616.0,25.0
0.0071752071380615234,616.0,25.0
0.0072481632232666016,618.0,25.0
0.007318019866943359,617.0,25.0
0.007389068603515625,616.0,25.0
0.0075550079345703125,616.0,25.0
0.0076639652252197266,617.0,25.0
0.007735013961791992,616.0,25.0
0.007972002029418945,616.0,25.0
0.008054018020629883,617.0,25.0
0.008126258850097656,617.0,25.0
0.008203983306884766,616.0,25.0
0.008281946182250977,616.0,25.0
0.008352041244506836,617.0,25.0
0.008422136306762695,617.0,25.0
0.008491039276123047,617.0,25.0
0.008559942245483398,619.0,25.0
0.008630990982055664,617.0,25.0
0.008702993392944336,617.0,25.0
0.008955001831054688,615.0,25.0
0.009044885635375977,617.0,25.0
0.009118795394897461,617.0,25.0
0.009189128875732422,617.0,25.0
0.00951695442199707,618.0,25.0
0.01080322265625,617.0,25.0
0.010966062545776367,616.0,25.0
0.012414932250976562,616.0,25.0
0.017318010330200195,617.0,25.0
0.01828289031982422,616.0,25.0
0.018920183181762695,616.0,25.0
0.019257068634033203,618.0,25.0
0.019555091857910156,617.0,25.0
0.020308971405029297,616.0,25.0
0.020537137985229492,615.0,25.0
0.021224021911621094,617.0,25.0
0.021491050720214844,617.0,25.0
0.021726131439208984,616.0,25.0
0.025310993194580078,618.0,25.0
0.025928020477294922,617.0,25.0
0.026595115661621094,617.0,25.0
0.027055025100708008,616.0,25.0
0.027404069900512695,617.0,25.0
0.027720212936401367,617.0,25.0
0.028460979461669922,616.0,25.0
0.029843807220458984,619.0,25.0
0.03065013885498047,617.0,25.0
0.03098893165588379,617.0,25.0
0.03128218650817871,616.0,25.0
0.031540870666503906,617.0,25.0
0.03190898895263672,617.0,25.0
0.03229713439941406,616.0,25.0
0.03258800506591797,619.0,25.0
0.032862186431884766,617.0,25.0
0.03309893608093262,616.0,25.0
0.033464908599853516,615.0,25.0
0.03928995132446289,617.0,25.0
0.039788007736206055,616.0,25.0
0.040537118911743164,616.0,25.0
0.04333209991455078,619.0,25.0
0.04346418380737305,617.0,25.0
0.045491933822631836,616.0,25.0
0.04720497131347656,616.0,25.0
0.04746580123901367,617.0,25.0
0.047724008560180664,617.0,25.0
0.049176931381225586,616.0,25.0
0.049577951431274414,619.0,25.0
0.05455899238586426,617.0,25.0
0.05498695373535156,617.0,25.0
0.05528116226196289,616.0,25.0
0.05555915832519531,617.0,25.0
0.05590391159057617,617.0,25.0
0.056520938873291016,616.0,25.0
0.05688905715942383,619.0,25.0
0.05726003646850586,617.0,25.0
0.05756402015686035,616.0,25.0
0.05782794952392578,616.0,25.0
0.05801582336425781,617.0,25.0
0.06210184097290039,616.0,25.0
0.06369709968566895,616.0,25.0
0.06405806541442871,619.0,25.0
0.0642549991607666,617.0,25.0
0.066680908203125,616.0,25.0
0.06711792945861816,616.0,25.0
0.0682830810546875,617.0,25.0
0.06939005851745605,616.0,25.0
0.06963396072387695,616.0,25.0
0.06980109214782715,619.0,25.0
0.07376813888549805,617.0,25.0
0.07404804229736328,617.0,25.0
0.07423615455627441,616.0,25.0
0.07446599006652832,617.0,25.0
0.07464098930358887,617.0,25.0
0.07480001449584961,616.0,25.0
0.07497501373291016,619.0,25.0
0.07518196105957031,618.0,25.0
0.07543706893920898,617.0,25.0
0.07566404342651367,616.0,25.0
0.0758812427520752,617.0,25.0
0.07750391960144043,617.0,25.0
0.07770991325378418,616.0,25.0
0.07801318168640137,619.0,25.0
0.07840895652770996,617.0,25.0
0.07862019538879395,617.0,25.0
0.0787959098815918,615.0,25.0
0.07903599739074707,617.0,25.0
0.07920098304748535,617.0,25.0
0.07937192916870117,616.0,25.0
0.07951879501342773,619.0,25.0
0.07979416847229004,617.0,25.0
0.0799410343170166,616.0,25.0
0.08045601844787598,616.0,25.0
0.08049607276916504,617.0,25.0
0.08053803443908691,617.0,25.0
0.08057808876037598,616.0,25.0
0.08062195777893066,619.0,25.0
0.08066391944885254,617.0,25.0
0.08070588111877441,616.0,25.0
0.08074688911437988,616.0,25.0
0.08078598976135254,617.0,25.0
0.08082389831542969,617.0,25.0
0.08086490631103516,616.0,25.0
0.08090686798095703,619.0,25.0
0.08094501495361328,617.0,25.0
0.08098292350769043,616.0,25.0
0.08102107048034668,616.0,25.0
0.08106112480163574,617.0,25.0
0.0811161994934082,616.0,25.0
0.08115911483764648,616.0,25.0
0.08119702339172363,619.0,25.0
0.08123517036437988,617.0,25.0
0.08127307891845703,617.0,25.0
0.08131194114685059,615.0,25.0
0.08135104179382324,617.0,25.0
0.08138895034790039,617.0,25.0
0.08142709732055664,616.0,25.0
0.08146500587463379,619.0,25.0
0.08150386810302734,617.0,25.0
0.08156299591064453,616.0,25.0
0.08160614967346191,616.0,25.0
0.08164501190185547,619.0,25.0
0.08168315887451172,617.0,25.0
0.08172106742858887,616.0,25.0
0.08176088333129883,620.0,25.0
0.08179903030395508,617.0,25.0
0.08183693885803223,617.0,25.0
0.08187580108642578,616.0,25.0
0.08191394805908203,618.0,25.0
0.08195090293884277,617.0,25.0
0.08199691772460938,616.0,25.0
0.08203506469726562,617.0,25.0
0.08207297325134277,617.0,25.0
0.08211183547973633,616.0,25.0
0.08214998245239258,616.0,25.0
0.08219408988952637,617.0,25.0
0.08223199844360352,617.0,25.0
0.08227014541625977,616.0,25.0
0.08230805397033691,619.0,25.0
0.08234596252441406,617.0,25.0
0.0823829174041748,617.0,25.0
0.08242201805114746,616.0,25.0
0.08246016502380371,617.0,25.0
0.08249807357788086,617.0,25.0
0.08253717422485352,616.0,25.0
0.08257913589477539,619.0,25.0
0.08261704444885254,617.0,25.0
0.08265495300292969,617.0,25.0
0.08269309997558594,616.0,25.0
0.08273196220397949,617.0,25.0
0.08277106285095215,617.0,25.0
0.08282804489135742,616.0,25.0
0.08288311958312988,619.0,25.0
0.08294010162353516,617.0,25.0
0.08299684524536133,616.0,25.0
0.08305191993713379,617.0,25.0
0.08653998374938965,617.0,25.0
0.08659005165100098,617.0,25.0
0.08662796020507812,616.0,25.0
0.08666491508483887,618.0,25.0
0.0867009162902832,617.0,25.0
0.08673810958862305,616.0,25.0
