Time (seconds),DLS Value,Temperature
0.0003120899200439453,612.0,25.0
0.0004420280456542969,615.0,25.0
0.0005512237548828125,615.0,25.0
0.0006589889526367188,615.0,25.0
0.0007710456848144531,616.0,25.0
0.0008759498596191406,615.0,25.0
0.0009799003601074219,615.0,25.0
0.0010840892791748047,615.0,25.0
0.0011889934539794922,615.0,25.0
0.0012919902801513672,615.0,25.0
0.0013949871063232422,615.0,25.0
0.001499176025390625,615.0,25.0
0.0016031265258789062,616.0,25.0
0.0017058849334716797,615.0,25.0
0.0018100738525390625,616.0,25.0
0.0019140243530273438,615.0,25.0
0.0020301342010498047,615.0,25.0
0.002135038375854492,615.0,25.0
0.0022377967834472656,615.0,25.0
0.002341032028198242,615.0,25.0
0.002444028854370117,615.0,25.0
0.0025479793548583984,615.0,25.0
0.0026509761810302734,615.0,25.0
0.0027549266815185547,615.0,25.0
0.002858877182006836,615.0,25.0
0.0029621124267578125,615.0,25.0
0.0030651092529296875,615.0,25.0
0.003167867660522461,615.0,25.0
0.003271818161010742,615.0,25.0
0.003376007080078125,615.0,25.0
0.00347900390625,615.0,25.0
0.003582000732421875,615.0,25.0
0.003688812255859375,615.0,25.0
0.003944873809814453,615.0,25.0
0.004096031188964844,615.0,25.0
0.004202842712402344,615.0,25.0
0.004307985305786133,615.0,25.0
0.004412174224853516,616.0,25.0
0.004513978958129883,615.0,25.0
0.004617929458618164,617.0,25.0
0.004721164703369141,615.0,25.0
0.004823923110961914,615.0,25.0
0.004925966262817383,615.0,25.0
0.005030155181884766,615.0,25.0
0.005132913589477539,615.0,25.0
0.005234956741333008,615.0,25.0
0.005337953567504883,615.0,25.0
0.0054399967193603516,615.0,25.0
0.005543231964111328,615.0,25.0
0.005655050277709961,615.0,25.0
0.005760908126831055,615.0,25.0
0.005864858627319336,615.0,25.0
0.0059680938720703125,615.0,25.0
0.006072998046875,615.0,25.0
0.006175994873046875,615.0,25.0
0.006284952163696289,615.0,25.0
0.00640416145324707,615.0,25.0
0.0064928531646728516,617.0,25.0
0.006580829620361328,615.0,25.0
0.006669044494628906,615.0,25.0
0.006758213043212891,615.0,25.0
0.006846904754638672,615.0,25.0
0.006936073303222656,615.0,25.0
0.007025003433227539,617.0,25.0
0.007116079330444336,615.0,25.0
0.007205009460449219,615.0,25.0
0.007302045822143555,615.0,25.0
0.007391929626464844,615.0,25.0
0.007484912872314453,615.0,25.0
0.0077550411224365234,616.0,25.0
0.007895946502685547,615.0,25.0
0.007988929748535156,615.0,25.0
0.00807809829711914,615.0,25.0
0.00816798210144043,615.0,25.0
0.0082550048828125,615.0,25.0
0.008343935012817383,615.0,25.0
0.008437871932983398,615.0,25.0
0.008526086807250977,615.0,25.0
0.008613109588623047,615.0,25.0
