Time,Autocorrelation Predicted,Autocorrelation Actual
8.831875000000001e-06,673.6960808779961,679
1.7663750000000002e-05,670.6621116648131,671
2.6495625e-05,667.9733945427791,670
3.5327500000000004e-05,665.589759932843,665
4.4159374999999994e-05,663.4758617282591,664
5.299125e-05,661.6005705179882,662
6.182312500000001e-05,659.936448342986,664
7.065500000000001e-05,658.4592930561759,664
7.948687499999999e-05,657.1477422776985,664
8.831874999999999e-05,655.9829285188836,659
9.7150625e-05,654.948178355734,659
0.0001059825,654.0287496171071,655
0.000114814375,653.211601455479,652
0.00012364625,652.4851929223528,654
0.00013247812500000002,651.8393063026904,652
0.00014131000000000001,651.2648919947761,647
0.000150141875,650.7539321710906,646
0.00015897374999999998,650.2993208362393,646
0.00016780562499999998,649.894758221328,646
0.00017663749999999998,649.5346577297757,646
0.000185469375,649.2140638851955,646
0.00019430125,648.9285799339857,646
0.000203133125,648.674303928922,646
0.000211965,648.4477722696902,646
0.000220796875,648.2459098055486,646
0.00022962875,648.0659857171938,646
0.000238460625,647.9055744919679,646
0.0002472925,647.7625213908715,646
0.000256124375,647.6349118792785,646
0.00026495625000000003,647.5210445572643,646
0.000273788125,647.4194071813683,646
0.00028262000000000003,647.328655418498,646
0.00029145187500000005,647.2475940154715,646
0.00030028375,647.1751601052291,646
0.00030911562500000005,647.1104084036436,646
0.00031794749999999996,647.0524980797879,646
0.00032677937500000004,647.0006811079203,646
0.00033561124999999996,646.9542919318183,646
0.000344443125,646.9127382917725,646
0.00035327499999999995,646.8754930819008,646
0.000362106875,646.8420871207304,646
0.00037093875,646.812102731485,646
0.000379770625,646.785168040422,646
0.0003886025,646.7609519120653,646
0.00039743437499999997,646.7391594494738,646
0.00040626625,646.7195279958905,646
0.00041509812499999996,646.7018235813628,646
0.00042393,646.6858377643505,646
0.00043276187499999996,646.6713848240108,646
0.00044159375,646.6582992638669,646
0.000450425625,646.6464335920226,646
0.0004592575,646.6356563470165,646
0.000468089375,646.6258503418956,646
0.00047692125,646.6169111021836,646
0.000485753125,646.6087454761499,646
0.000494585,646.6012703982151,646
0.000503416875,646.5944117884786,646
0.00051224875,646.5881035732617,646
0.000521080625,646.5822868132494,646
0.0005299125000000001,646.5769089273158,646
0.000538744375,646.5719230014462,646
0.00054757625,646.5672871733536,646
0.000556408125,646.562964084433,646
0.0005652400000000001,646.5589203916253,646
0.000574071875,646.555126332592,646
0.0005829037500000001,646.5515553383323,646
0.000591735625,646.5481836880272,646
0.0006005675,646.5449902014701,646
0.000609399375,646.5419559649617,646
0.0006182312500000001,646.5390640869989,646
0.000627063125,646.5362994804933,646
0.0006358949999999999,646.5336486686198,646
0.0006447268750000001,646.5310996117095,646
0.0006535587500000001,646.5286415528891,646
0.000662390625,646.5262648804221,646
0.0006712224999999999,646.5239610049297,646
0.000680054375,646.5217222498728,646
0.00068888625,646.5195417538513,646
0.000697718125,646.5174133834346,646
0.0007065499999999999,646.5153316553843,646
0.000715381875,646.5132916672434,646
0.00072421375,646.5112890353896,646
0.000733045625,646.509319839745,646
0.0007418775,646.5073805744174,646
0.000750709375,646.5054681036354,646
0.00075954125,646.5035796224059,646
0.000768373125,646.5017126213822,646
0.000777205,646.4998648554887,646
0.000786036875,646.498034315901,646
0.0007948687499999999,646.4962192050156,646
0.0008037006250000001,646.4944179140901,646
0.0008125325,646.4926290032688,646
0.000821364375,646.4908511837322,646
0.0008301962499999999,646.4890833017492,646
0.0008390281250000001,646.4873243244234,646
0.00084786,646.4855733269533,646
0.000856691875,646.4838294812454,646
0.00086552375,646.4820920457348,646
0.000874355625,646.4803603562851,646
0.0008831875,646.4786338180504,646
0.000892019375,646.4769118981999,646
0.00090085125,646.4751941194098,646
0.000909683125,646.473480054045,646
0.000918515,646.4717693189524,646
0.000927346875,646.470061570805,646
0.00093617875,646.4683565019354,646
0.000945010625,646.4666538366098,646
0.0009538425,646.4649533276903,646
0.0009626743750000001,646.4632547536535,646
0.00097150625,646.4615579159173,646
0.000980338125,646.4598626364508,646
0.00098917,646.4581687556338,646
0.000998001875,646.4564761303423,646
0.00100683375,646.4547846322322,646
0.001015665625,646.4530941462042,646
0.0010244975,646.4514045690285,646
0.001033329375,646.4497158081131,646
0.00104216125,646.4480277804014,646
0.001050993125,646.4463404113844,646
0.0010598250000000001,646.4446536342155,646
0.0010686568749999998,646.4429673889174,646
0.00107748875,646.4412816216732,646
0.001086320625,646.4395962841888,646
0.0010951525,646.4379113331231,646
0.001103984375,646.4362267295779,646
